"","X","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","eventType","country"
"6225",6225,2982043148,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1779287",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1779287",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","42a42054-c353-48a0-9c2a-a226bf49b2de","","2272","J.O. Sawyer","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-31139","","","",NA,NA,"",NA,"","",NA,"","1970-06-24T00:00:00","",175,NA,1970,6,24,"24 Jun 1970","Douglas-fir/white fir forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","S of Mill Creek Gap, FS Rd. 10N02","","",NA,NA,NA,NA,"","",41.171,-123.5405,1108,NA,NA,"","","","",NA,"Humboldt S.U. (no. 4)","","","GoogleMaps via BerkeleyMapper (copied from HSC31117)","georef from 2006-2015 archive backup file; Date Georeferenced: Tue Feb 14 16:40:22 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","R. Jane Cole","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:26.219Z",1433,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:26.219Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6226",6226,2982041580,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767831",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1767831",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","e470d8de-c9b5-4e79-91da-3202288ca82d","","430","R.C. Wunner","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-1338","","","",NA,NA,"",NA,"","",NA,"","1965-08-14T00:00:00","",226,NA,1965,8,14,"14 Aug 1965","Ponderosa pine and Incense cedar","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Siskiyou","","Tichner Road 2 mi. SW of Mammoth Crater","","",NA,NA,NA,NA,"","",41.67926,-121.54449,220,NA,NA,"","","","",NA,"Humboldt S.U. (no. 18)","","","GoogleMaps via BerkeleyMapper (copied from HSC6197)","georef from old CCH cumulative file","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:18.354Z",1555,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:18.354Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.47_1","Siskiyou","","","LC",NA,"US"
"6227",6227,2982041579,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767813",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1767813",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","d2479c96-e7c8-4faf-b52d-f68ca315b378","","196","R.A. Magie","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-1336","","","",NA,NA,"",NA,"","",NA,"","1964-09-01T00:00:00","",245,NA,1964,9,1,"1 Sep 1964","Pinus ponderosa, Libocedrus decurrens, Pinus lambertiana","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Tulare","","Atwell Mill Ranger Station, Sequoia National Park","","",NA,NA,NA,NA,"","",36.464762,-118.670787,425,NA,NA,"","","","",NA,"UCBerkeley B","","","Geolocate (copied from HSC1288)","georef from old CCH cumulative file","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:18.361Z",1995,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:18.361Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.54_1","Tulare","","","LC",NA,"US"
"6228",6228,2982040425,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1764778",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1764778",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","520c43b5-f8eb-418b-b16a-2d292df18566","","1500","M. R. Mesler; Robin Bencie, Ian Zacher","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-102514","","","",NA,NA,"",NA,"","",NA,"","2013-06-28T00:00:00","",179,NA,2013,6,28,"28 Jun 2013","Moist meadow surrounded by open conifer forest. Associated species: Carex, Solidago elongata, Veratrum californicum, Calocedrus decurrens, Abies concolor","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Bret Hole. 1.1 km SW of Trinity Summit","","",NA,NA,NA,NA,"","",41.070857,-123.479127,600,NA,NA,"","","","",NA,"Chico S.U. (no. 11)","","","Geolocate (copied from HSC102506)","georef from old CCH cumulative file","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:32.412Z",1106,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:32.412Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6231",6231,2982034973,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1835359",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1835359",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","5053c470-a898-4f03-9f32-e2da6c110590","","13A","Michael Kauffmann","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-99968","","","",NA,NA,"",NA,"","",NA,"","2011-05-26T00:00:00","",146,NA,2011,5,26,"26 May 2011","Mixed conifer forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Kern","","At the summit of Mount Pinos","","",NA,NA,NA,NA,"","",34.811539,-119.143761,NA,NA,NA,"","","","",NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:23.502Z",2652,NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:23.502Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.56_1","Ventura","","","LC",NA,"US"
"6234",6234,2982031911,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1834330",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1834330",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","16b121cc-bbcd-49c8-ae81-0f4dc41aa8e5","","719","Cara Witte","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","herbariumSpecimenDuplicate: https://cch2.org/portal/collections/individual/index.php?guid=f8e3f72e-7284-40ab-96bc-ac7dc3b24cd9","","","","HSC-98922","","","",NA,NA,"",NA,"","",NA,"","2008-06-13T00:00:00","",165,NA,2008,6,13,"13 Jun 2008","Open rock outcrop. Serpentine.","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Forest Service Road 4N32. 0.5 mi. N of intersection with Forest Service Road 4N32B.","","",NA,NA,NA,NA,"","",40.7568,-123.6558,145,NA,NA,"","","","",NA,"Humboldt S.U. (no. 4)","","","GoogleMaps via BerkeleyMapper (copied from HSC99107)","georef from 2006-2015 archive backup file; Date Georeferenced: Mon Jun 4 12:29:03 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58695","","","",NA,"",NA,"","Abies concolor var. lowiana (Gordon) Lemmon","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies|Abies concolor","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","lowiana",NA,"VARIETY","var.","","","SYNONYM","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:28.543Z",1417,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",6409026,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor var. lowiana",NA,"DWC_ARCHIVE","2023-06-10T18:40:28.543Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6235",6235,2982031645,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1828959",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1828959",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","877a9ace-fc1b-4ec7-80dd-fc459f1bb80b","","1651","Jennifer Whipple","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-92605","","","",NA,NA,"",NA,"","",NA,"","1976-08-04T00:00:00","",217,NA,1976,8,4,"4 Aug 1976","White pine woodland","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Trinity","","Near Deadfall Lake","","",NA,NA,NA,NA,"","",41.3186,-122.4979,904,NA,NA,"","","","",NA,"Humboldt S.U. (no. 4)","","","GoogleMaps via BerkeleyMapper (copied from HSC90616)","georef from 2006-2015 archive backup file; Date Georeferenced: Thu May 17 15:03:11 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58695","","","",NA,"",NA,"","Abies concolor var. lowiana (Gordon) Lemmon","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies|Abies concolor","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","lowiana",NA,"VARIETY","var.","","","SYNONYM","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:26.487Z",2195,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",6409026,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor var. lowiana",NA,"DWC_ARCHIVE","2023-06-10T18:40:26.487Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.53_1","Trinity","","","LC",NA,"US"
"6236",6236,2982030949,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1834912",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1834912",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","b85dcdaa-1f27-4aa1-9279-7679b3153f12","","203","K. A. Wayman; Robin Bencie, M. Mesler, Julie Gregory","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-99538","","","",NA,NA,"",NA,"","",NA,"","2010-08-10T00:00:00","",222,NA,2010,8,10,"10 Aug 2010","Forest understory. Associated species: Pseudotsuga menziesii, Vaccinium membranaceum, Berberis nervosa, Linnaea borealis, Chimaphila umbellata, Quercus sadleriana","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Near North Trinity Mtn, 11.5 mi east of Hoopa along Big Hill Rd (8N01), at Six Rivers National Forest boundary.","","",NA,NA,NA,NA,"","",41.0894,-123.5493,186,NA,NA,"","","","",NA,"Humboldt S.U. (no. 4)","","","GoogleMaps via BerkeleyMapper (copied from HSC99537)","georef from 2006-2015 archive backup file; Date Georeferenced: Tue Feb 14 13:57:50 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","John O. Sawyer","","2010-12-16T00:00:00",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:29.467Z",1433,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:29.467Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6237",6237,2982030001,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1815954",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1815954",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","b67e37b8-b9dd-4add-a916-d91a45d18ac6","","306","Denis Kearns","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-76287","","","",NA,NA,"",NA,"","",NA,"","1981-07-22T00:00:00","",203,NA,1981,7,22,"22 Jul 1981","Wet meadow","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Near Whiteys Peak.","","",NA,NA,NA,NA,"","",41.159167,-123.471111,NA,NA,NA,"","","","",NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:22.729Z",1487,NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:22.729Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6238",6238,2982028905,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1814203",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1814203",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","35a1b022-cca3-4197-99ab-06b016e7fc74","","1602","Gail Newton","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-74318","","","",NA,NA,"",NA,"","",NA,"","1980-07-20T00:00:00","",202,NA,1980,7,20,"20 Jul 1980","Mixed conifer-fir forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Near Bell Swamps","","",NA,NA,NA,NA,"","",41.025278,-123.4625,NA,NA,NA,"","","","",NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","M.A. Baker","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:26.274Z",1463,NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:26.274Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
