"","X","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","eventType","country"
"6206",6206,2982058729,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1790965",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1790965",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","451972a4-8a34-4e24-ac53-626e20f667eb","","110","Maralyn OMeara","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-45497","","","",NA,NA,"",NA,"","",NA,"","1972-09-12T00:00:00","",256,NA,1972,9,12,"12 Sep 1972","","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Trinity","","Trail to Boulder Lake, Coffee Creek","","",NA,NA,NA,NA,"","",41.0966,-122.7899,267,NA,NA,"","","","",NA,"Humboldt S.U. (no. 5)","","","GoogleMaps via BerkeleyMapper","georef from 2006-2015 archive backup file; Date Georeferenced: Tue Feb 28 08:59:28 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:28.219Z",1220,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:28.219Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.53_1","Trinity","","","LC",NA,"US"
"6207",6207,2982058508,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1786546",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1786546",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","0870fa11-3be7-45ad-93b8-d6445d8c762c","","1441","Linda M. Barker; Raul Tuazon","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-40354","","","",NA,NA,"",NA,"","",NA,"","1976-05-01T00:00:00","",122,NA,1976,5,1,"1 May 1976","Mixed conifer forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Trinity","","Hwy. 36 1.0 mi. E of junction of Hwy. 3","","",NA,NA,NA,NA,"","",40.4148,-123.162,117,NA,NA,"","","","",NA,"Humboldt S.U. (no. 5)","","","GoogleMaps via BerkeleyMapper","georef from 2006-2015 archive backup file; Date Georeferenced: Thu Apr 12 13:52:42 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:24.154Z",1189,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:24.154Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.53_1","Trinity","","","LC",NA,"US"
"6210",6210,2982057569,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1787619",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1787619",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","6064a9c0-dbe4-433a-9cae-48458c1fd417","","57","Ed Cope","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-41650","","","",NA,NA,"",NA,"","",NA,"","1977-05-07T00:00:00","",127,NA,1977,5,7,"7 May 1977","Bald serpentine","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Trinity","","Blue Point on Blue Point Ridge","","",NA,NA,NA,NA,"","",40.4048,-123.1786,220,NA,NA,"","","","",NA,"Humboldt S.U. (no. 6)","","","GoogleMaps via BerkeleyMapper","georef from 2006-2015 archive backup file; Date Georeferenced: Mon Jun 18 17:25:53 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:19.711Z",1573,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:19.711Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.53_1","Trinity","","","LC",NA,"US"
"6214",6214,2982052360,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1783617",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1783617",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","b20e314a-3d0d-4c66-bd58-8cc90c94530c","","7561","J.P. Smith","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-36939","","","",NA,NA,"",NA,"","",NA,"","1974-05-26T00:00:00","",146,NA,1974,5,26,"26 May 1974","Mixed conifer forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Siskiyou","","Along Forest Service Rd. 47N03","","",NA,NA,NA,NA,"","",41.8265,-122.29034,550,NA,NA,"","","","",NA,"Humboldt S.U. D","","","GoogleMaps via BerkeleyMapper (copied from HSC39317)","georef from 2006-2015 archive backup file; Date Georeferenced: Tue Feb 26 10:26:39 2013","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:30.354Z",1524,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:30.354Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.47_1","Siskiyou","","","LC",NA,"US"
"6217",6217,2982049465,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1765577",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1765577",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","bbe0e7fb-e5f3-4729-bf29-4bb3cd0c6301","","645","Cara Witte","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-103478","","","",NA,NA,"",NA,"","",NA,"","2007-08-09T00:00:00","",221,NA,2007,8,9,"9 Aug 2007","Open mixed evergreen. Serpentine.","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Humboldt","","Along Forest Service Road 5N10, 1/4 mile north of intersection with 5N41.","","",NA,NA,NA,NA,"","",40.844667,-123.70212,100,NA,NA,"","","","",NA,"RobinBencie","","","GeoLocate","UTM coordinates on label","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","Synonym of most recent determination","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:27.436Z",1282,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:27.436Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.12_1","Humboldt","","","LC",NA,"US"
"6218",6218,2982048575,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767800",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1767800",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","3b50a0ec-d2b4-4c89-93ce-b48ee01f111d","","2","R.G. Means","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-1333","","","",NA,NA,"",NA,"","",NA,"","1965-06-19T00:00:00","",170,NA,1965,6,19,"19 Jun 1965","Pine woodland","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Sierra","","Old Independence Lake Rd. 2.5 mi. N of Sagehen Creek Project Rd.","","",NA,NA,NA,NA,"","",39.452772,-120.279547,811,NA,NA,"","","","",NA,"UCDavis C","","","Geolocate","georef from old CCH cumulative file","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:18.366Z",2104,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:18.366Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.46_1","Sierra","","","LC",NA,"US"
"6219",6219,2982048574,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767792",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1767792",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","2e05d026-f646-407e-81cc-8a5abce48ead","","1868","D.E. Anderson","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-1330","","","",NA,NA,"",NA,"","",NA,"","1961-10-08T00:00:00","",281,NA,1961,10,8,"8 Oct 1961","","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Trinity","","Near E Weaver Lake","","",NA,NA,NA,NA,"","",40.814,-122.9858,120,NA,NA,"","","","",NA,"Humboldt S.U. (no. 5)","","","GoogleMaps via BerkeleyMapper (copied from HSC18680)","georef from 2006-2015 archive backup file; Date Georeferenced: Wed Apr 25 13:12:23 2012","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:18.139Z",1982,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:18.139Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.53_1","Trinity","","","LC",NA,"US"
"6221",6221,2982046240,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1781225",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1781225",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","441e3ef6-6a27-42f9-9a67-a57a3773c87f","","7432","J.P. Smith","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-33944","","","",NA,NA,"",NA,"","",NA,"","1974-05-25T00:00:00","",145,NA,1974,5,25,"25 May 1974","Mixed conifer forest","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Siskiyou","","Near junction of Rd. 8 with French Creek Rd.","","",NA,NA,NA,NA,"","",41.33509,-122.90222,75,NA,NA,"","","","",NA,"Humboldt S.U. D","","","GoogleMaps via BerkeleyMapper (copied from HSC39328)","georef from 2006-2015 archive backup file; Date Georeferenced: Tue Feb 26 15:41:45 2013","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:21.757Z",1280,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:21.757Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.47_1","Siskiyou","","","LC",NA,"US"
"6222",6222,2982045576,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767834",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1767834",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","74bd8c3f-1ddb-4b26-84c9-4bfacafb523f","","239","W.R. Rogers","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-1339","","","",NA,NA,"",NA,"","",NA,"","1966-06-20T00:00:00","",171,NA,1966,6,20,"20 Jun 1966","","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Plumas","","Spring Creek","","",NA,NA,NA,NA,"","",39.891848,-120.143786,2642,NA,NA,"","","","",NA,"Chico S.U. (no. 9)","","","Geolocate","georef from 2006-2015 archive backup file; Date Georeferenced: Thu Apr 10 18:32:39 2014","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:18.353Z",NA,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:18.353Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.32_1","Plumas","","","LC",NA,"US"
"6223",6223,2982044410,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1764529",NA,NA,NA,NA,NA,NA,NA,NA,"","CC_BY_NC_4_0",NA,NA,"2023-04-12T00:18:41Z",NA,NA,"https://cch2.org/portal/collections/individual/index.php?occid=1764529",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","",NA,NA,NA,NA,NA,NA,"",NA,"","eaef47cb-6ed3-4439-b974-f05e4f65165e","","HSC","","","","PRESERVED_SPECIMEN","","","","885c9600-432a-437c-86a9-cb76b8f106dc","","1233","M. R. Mesler; L. Sloan, I. Zacher","",NA,NA,"","","","",NA,"",NA,NA,"","PRESENT","","","","","","","HSC-102276","","","",NA,NA,"",NA,"","",NA,"","2012-07-12T00:00:00","",194,NA,2012,7,12,"12 Jul 2012","Rocky ridge. Associated species: Arctostaphylos, Quercus vaccinifolia","",NA,"",NA,"","","","","","NORTH_AMERICA",NA,NA,"","US","California","Del Norte","","Ridge between Broken Rib Mtn and Wounded Knee Mtn","","",NA,NA,NA,NA,"","",41.88212,-123.69979,340,NA,NA,"","","","",NA,"Humboldt S.U. (no. 20)","","","GoogleMaps via BerkeleyMapper","georef from old CCH cumulative file","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"","","","","","","",NA,"","","58146","","","",NA,"",NA,"","Abies concolor (Gordon) Lindl. ex Hildebr.","","","","",NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Pinaceae|Abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae",NA,"Abies","Abies",NA,NA,"concolor","",NA,"SPECIES","","","","ACCEPTED","","","6958627a-e1cd-489f-b4f3-6e7760203b9d","US","2023-06-10T18:40:32.168Z",1555,NA,NA,NA,NA,NA,NA,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","","true","false",2685580,2685580,6,7707728,194,640,3925,2684876,NA,2685580,"Abies concolor","Abies concolor (Gordon) Lindl. ex Hildebr.","Abies concolor",NA,"DWC_ARCHIVE","2023-06-10T18:40:32.168Z","2023-06-10T18:38:32.417Z","false",NA,"USA","United States","USA.5_1","California","USA.5.8_1","Del Norte","","","LC",NA,"US"
